DISTRICT,AREA (ha.) Final estimate,AREA (ha.) Revised final estimate,AREA (ha.) Average last 5 yrs. Yr ending,AREA IRRIGATED(ha.),PRODUCTION (MT) Final estimate,PRODUCTION (MT) Revised final estimate,PRODUCTION (MT) Average last 5 yrs. Yr ending,yield,YIELD (Kg/ha.) Revised final estimate,YIELD (Kg/ha.) Average last 5 yrs. Yr ending,pincode
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342025
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342026
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342027
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342028
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342029
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342030
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342031
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342032
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342033
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342034
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342035
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342036
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342037
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342038
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342039
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342040
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342041
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342042
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342043
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342044
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342045
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342046
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342047
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342048
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342049
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342050
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342051
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342052
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342053
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342054
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342055
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342056
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342057
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342058
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342059
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342060
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342061
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342062
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342063
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342064
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342065
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342066
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342067
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342068
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342069
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342070
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342071
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342072
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342073
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342074
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342075
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342076
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342077
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342078
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342079
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342080
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342081
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342082
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342083
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342084
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342085
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342086
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342087
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342088
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342089
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342090
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342091
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342092
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342093
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342094
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342095
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342096
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342097
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342098
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342099
JODHPUR REGION,79346,97302,89136,79246,182505,227474,202969,2300,2338,2277,342100
Jalore,34484,47158,48382,34436,83615,110312,106501,2425,2339,2201,343001
Pali,44347,77285,80483,44020,134801,246572,230397,3040,3190,2863,306401
Sirohi,29265,35340,31577,29257,93009,124290,98871,3178,3517,3131,307001
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343001
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343002
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343003
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343004
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343005
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343006
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343007
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343008
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343009
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343010
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343011
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343012
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343013
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343014
JALORE REGION,108096,159783,160442,107713,311425,481174,435769,2881,3011,2716,343015
Kota,108964,138217,141844,108964,523091,604674,624482,4801,4375,4403,324001
Baran,124484,153218,151974,124484,591306,686769,714088,4750,4482,4699,325205
Bundi,149985,157202,157660,149983,694044,731862,705148,4627,4656,4473,323001
Jhalawar,137321,120032,118633,137321,602774,513457,484563,4390,4278,4085,326001
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324002
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324003
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324004
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324005
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324006
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324007
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324008
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324009
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324010
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324011
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324012
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,324013
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,325001
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,325002
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,325003
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,325004
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,325005
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,325006
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,325007
KOTA REGION,520754,568669,570111,520752,2411215,2536762,2528281,4630,4461,4435,325008
Banswara,124214,111783,98674,123778,326052,296882,244455,2625,2656,2477,327001
Dungarpur,66396,57948,52229,64819,151554,131088,117251,2283,2262,2245,314001
Udaipur,103621,86878,81243,103437,262358,223418,236903,2532,2572,2916,313001
Pratapgarh,100279,79376,73308,100184,415632,311792,283136,4145,3928,3862,312605
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313002
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313003
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313004
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313005
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313006
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313007
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313008
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313009
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313010
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313011
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313012
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313013
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313014
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313015
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313016
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313017
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313018
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313019
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313020
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313021
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313022
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313023
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313024
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313025
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313026
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313027
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313028
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313029
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313030
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313031
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313032
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313033
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313034
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313035
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313036
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313037
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313038
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313039
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313040
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313041
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313042
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313043
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313044
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313045
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313046
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313047
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313048
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313049
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313050
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313051
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313052
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313053
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313054
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313055
UDAIPUR REGION,394510,335985,305454,392218,1155596,963180,881745,2929,2867,2887,313056
Bhilwara,123985,127868,121551,123600,491265,529587,462310,3962,4142,3803,311001
Chittore,137587,148391,155781,137562,632656,657947,674390,4598,4434,4329,312001
Rajsamand,28741,33704,31219,28642,104198,137091,107008,3625,4067,3428,313324
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311002
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311003
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311004
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311005
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311006
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311007
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311008
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311009
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311010
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311011
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311012
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311013
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311014
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311015
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311016
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311017
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311018
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311019
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311020
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311021
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311022
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311023
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311024
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311025
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311026
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311027
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311028
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311029
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311301
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311302
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311801
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311802
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311803
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311804
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311805
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311806
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311807
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311808
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311809
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311810
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311811
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311812
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311813
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311814
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311815
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311816
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311817
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311818
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311819
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311820
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311821
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311822
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311823
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311824
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311825
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311826
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311827
BHILWARA REGION,290313,309963,308551,289804,1228119,1324625,1243708,4230,4273,4031,311828
